,title,MLS ID,transaction_type,home_type,level,first day on market,last day on market,sold_price,list_price,bedrooms,bathrooms,den,sqft,exposure,parking,locker,maintanance fee,description,link,address
2924,200 Lawrence Ave W | House For Sale,C5122138,for sale,Residential House,,20210220,,,"1,399,000",2,2,2,,N,,,,"Rare Opportunity!!! Detached Lawrence Park Bungalow! Walk To Subway, All Amenities &amp; Pusateri's!!! Across From Lawrence Park Collegiate. Top Rated School Zone, Minutes To Hwy 401, Hospital, Public Transit. Live Or Build! Great Opportunity To Build 4 Bedroom Dream Home! Huge Potential!!! Steel Stove And Fridge, Dish Washer, Washer And Dryer. All Elf's And Window Covering.""",https://www.realmaster.com/en/toronto-on/200-lawrence-ave-w/lawrence-park-north-TRBC5122138?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=73,"200 Lawrence Ave W, Toronto, Ontario, M5M1A8"
2925,39 Four Leaf Dr | House For Sale,W5120704,for sale,Residential House,,20210219,,,"829,900",3,2,0,,E,,,,"Great Location Near Humber Hospital &amp; Humber College. Well Kept Detached House Wid Professionally Finished Basement,Pot Lighting,Ceraic Floor+Built-In Book Cabinets.The Main Flr Comprise Of An Updated Eat-In Kitchen, Double French Drs To A Cozy Family Rm.Master Bedrm Has His+Hers Closets,A Superb 5-Pc Ensuite Incl Jacuzzi.Amenities, Roof(2016),New Driveway(2020) Fridge,Stove,Dishwasher, Washer And Dryer(2017),All Electrical Light Fixtures,Window Coverings,Cac,Hot Water Tank(Owned),New Driveway,Deck,Garden Shed(2018). Close Proximity To Hospital,Transit,Humber College,Sch.Shopping,&amp; 400 Series Hwys.""",https://www.realmaster.com/en/toronto-on/39-four-leaf-dr/west-humber-clairville-TRBW5120704?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=73,"39 Four Leaf Dr, Toronto, Ontario, M9V4H6"
2926,71 The Bridle Path | House For Sale,C4833856,for sale,Residential House,,20200715,,,"29,800,000",5,13,4,,W,,,,"Awe-Inspiring In Scale &amp; Grandeur In Toronto's Elite Bridle Path Community. Breathtaking Foyer With Dramatic Double Staircase &amp; Iconic Handcrafted Detail Welcomes You Into This World-Class Residence. Spectacular Great Room With Soaring Ceilings. Fabulous Master Bedroom Oasis. Gorgeous Rotunda. Brilliant Natural Light. Timeless Craftsmanship And Exquisitely Proportioned Rooms. In-Law Suite With Elevator. Rare Opportunity For Multigenerational Living. Spk To La For More Info. Gated Entry To 2-Acre Estate With Manicured Gardens, Outdoor Fireplace, Tennis Court &amp; Custom Fountain. Top Rated Private Schools &amp; Easy Access To Walking/Cycling Trails, Luxury Shopping &amp; Convenient Airport Access.""",https://www.realmaster.com/en/toronto-on/71-the-bridle-path/bridle-path-sunnybrook-york-mills-TRBC4833856?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=73,"71 The Bridle Path, Toronto, Ontario, M3B2B2"
2927,575 Bloor Street East | Condo Apt For Sale,,for sale,Residential Condo Apt,,20200712,,,"620,000",1,2,1,600-699,S,,No,,"市中心豪宅区玫瑰谷，Via Bloor 2楼花转让！  名建筑商Tridel打造，1+1室2卫，朝南阳光房，22层，室内面积623平尺。坐落于Bloor/Parliament西南角，5分钟上DVP高速，举步Sherbourne和Castle Frank两大地铁站，直达市中心商业金融区，9分钟至多大和Ryerson大学校区，地段得天独厚，周边公园环绕风光秀丽，高中端商场、名品店、高档餐馆、超市广散其间，既享受都市中心的繁华与便利，又不失生活的宁静。预计2021年交房.   楼盘简介：ViaBloor 地处多伦多市中心 575&amp; 585 Bloor Street East, 於Bloor &amp;Parliament 交界处，是精品街Bloor的延伸路段，经Tridel设计，把 Bloor&amp; Yonge热闹商圈延展,混合高尚公寓住宅，发挥这得天独厚地段的潜力。ViaBloor 双子大楼同时矗立在Bloor两大地铁站之间（Sherbourne&amp; Castle Frank）。北临有多伦多的比弗利山美誉的尊贵豪宅区玫瑰谷（Rosedale）；南面可观赏举世闻名的安大略湖和CNTower美景；向西举步可达各大金融机构，以及Rogers，Manulife，国家日报社总部等各大公司。Bloor&amp; Yonge商圈近在咫尺。Via Bloor 位于Sherbourne和CastleFrank 两个地铁站中间，地铁直达多伦多大学，Ryerson大学主校区，交通指数高达95分。ViaBloor一期37层高， 370余个单位，4层以下是商铺，5层以上是居住区，至18层层高八尺，19层以上层高都是九尺，舒适及大气，面积从522尺到1167尺，户型有一居，1+1，2居等，3居室共10种户型。价格从36万起至85万之间，平均价格约700元/每平方尺，在寸土寸金的Bloor 街可谓便宜。内部设施十分完备，一应俱全。可以预见与豪宅区Rosedale毗邻，与精品街Bloor衔接的 ViaBloor必定成为精英人士们的置业首选。无论是投资还是自住，无论是商业用途还是居住用途，ViaBloor都将以其绝佳的地理位置和完善的周边设施环境吸引众多投资置业者。      社区环境及学校：  Bloor &amp; Sherbourne 社区北面紧邻多伦多着名的豪宅区“Rosedale”，是多伦多家庭年均收入最高的社区之一。此区是西人主流社会“OldMoney”，“oldclassic”聚居区，90%居民是欧洲移民及其后裔，目前该社区居民主要为商界富豪，政府要员，加拿大首富汤普孙家族即居于此处。Bloor&amp; Sherbourne 社区不仅宜商宜娱，同样也宜学宜居。在这里孩子可以享受到从幼儿园到大学的优质教育。RoseAvenue Junior Public School、 Rosedale JuniorPublicSchool等多所中学。近邻多伦多大学、Ryerson大学主校区。如果家庭条件许可，可以把孩子送到Bloor 街北面的私立学校就读，这个地区有数所代表加拿大最高水准的私立学校，女校有Branksome hall,BSS,Havegal,男校有 Upper Canda。居住于此还可体验到浓浓的人文艺术气息，附近不仅有多伦多公共图书馆，不远处Javis 大街每年都会有世界音乐名家租住，举办音乐派对，甚至有些房东将自家的房子改成符合要求的录音棚。还有着名的安省皇家博物馆。  开发商：Tridel 是加拿大顶级的豪华公寓开发商，也是加拿大最大的房产开发商，拥有超过80年的发展历史，在Tridel的光辉历史中，不乏各种荣誉勋章和奖项。1980年推出的OntarioNew Home Warranty Program(ONHWP)，Tridel是第一个获得优秀等级的开发商。1992年，Tridel获得ErnestAssaly Award的优秀客户服务奖。2002年，Tridel赢得了GTHBA颁发的年度最佳建筑商(BuilderOf The Year)。之后，Tridel每年都拿到各种不同的奖项，作为多伦多地产开发翘楚，一贯致力参与各大社区活化更新，不断为多伦多迈向国际大型综合都市注入新血液。已成功改造的典型社区像湖边豪宅代表Bayside社区(Lakeshore &amp; Parliament), 轻奢典范Metrogate社区(401&amp;Kennedy) 以及北约克大型Atria社区，此次  Tridel 对 Via Bloor 周边地区 (东起Parliament，西至Edgedale；南起Howard，北至ViaBloor进行开发，将打开Bloor商圈东扩的新纪元，商宅一体的设计将活化发展整个周边区域，升值空间是非常值得期望的。""",https://www.realmaster.com/en/toronto-on/575-bloor-street-east/RM1-30488?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=73,"575 Bloor Street East, Toronto, Ontario, M4X 1J8"
2928, | Detached For Sale,,for sale,Residential Detached,,20210208,,,"3,598,000",4,4,0,3500-5000,N,,,,,https://www.realmaster.com/en/toronto-on/address/RM1-37755?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=73,
2929,238 Albion Rd 208 | Apartment For Sale,W5120393,for sale,Residential Apartment,2,20210218,,,"449,990",3,2,0,1200-1399,N,Owned,None,901.33,"Welcome Home To This Beautiful &amp; Spacious 3 Bedroom 2 Bathroom Suite, Suite Includes Modern Kitchen Cabinets With Backsplash, Laminate Floors, Large Laundry Room With Sink, Lots Of Closet Space, Freshly Painted, Convenient Second Floor, Superb Location, Minutes To The 401 Hwy, Restaurants, Shops &amp; So Much More... **2 Parking Spots** Stainless Steel Kitchen Fridge &amp; Stove, White Clothes Washer &amp; Dryer""",https://www.realmaster.com/en/toronto-on/238-albion-rd/208-elms-old-rexdale-TRBW5120393?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=73,"208 238 Albion Rd, Toronto, Ontario, M9W6A7"
2930,1201 Steeles Ave W 1101 | Apartment For Sale,C5120585,for sale,Residential Apartment,11,20210219,,,"669,900",2,2,1,1200-1399,S,Exclusive,None,1101,"Absolutely Spectacular Remarkably Renovated From Top To Bottom*Completely Transformed Unit W/Best Materials &amp; Superior Craftsmanship 1370 Sft Never Lived-In Condo After Renovation With City View. Open Concept Tiled Kitchen W/Quartz Countertop, Backsplash, New Appliances,  Led Pot Light, Custom Renovated Bathrooms, Huge Living Room,  S/S Fridge, Stove, Rangehood, B/I Dw, Washer Dryer. Broker And Buyer To Verify All Info. Do Not Miss This Beautiful Unit, Showings Must Comply With Covid-19 Protocol.""",https://www.realmaster.com/en/toronto-on/1201-steeles-ave-w/1101-westminster-branson-TRBC5120585?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=73,"1101 1201 Steeles Ave W, Toronto, Ontario, M2R3K1"
2931,376 O'connor Dr | House For Sale,E5120632,for sale,Residential House,,20210219,,,"788,800",2,1,0,,N,,,,"Calling All Creative Minds To This Unlimited Potential Home In High Demand Neighbourhood. With Short Distance To Transportation,Highways,High Rated Schools And Lot More Recreate This Space To Your Own Dream Home With Unlimited Possibilities... As Is ConditionSeller &amp; Listing Agent Do Not Warrant The Condition Of The Property....Inside Descriptions Are Approximate No Interior Access .....Please Insert The Clause In The Offer In As Is Condition""",https://www.realmaster.com/en/toronto-on/376-oconnor-dr/east-york-TRBE5120632?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=73,"376 O'connor Dr, Toronto, Ontario, M4J 2V7"
2932,27 Bathurst St 416W | Apartment For Sale,C5120584,for sale,Residential Apartment,4,20210219,,,"709,000",2,2,0,600-699,E,None,Owned,397.41,"Newly Built 2 Bedrooms 2 Washrooms Condo In The Prestigious Minto Westside Condos In Downtown Toronto! The Living Room Is An Open Concept Design With A Beautiful Contemporary Kitchen, Built-In Appliances And Walk-Out To Balcony. The Master Bedroom Has Its Own Ensuite Bathroom, Walk-In Closet And Large Windows. The Unit Comes With A Locker For Added Storage And The Condo Offers Amazing Amenities Including State Of The Art Gym And Outdoor Pool! Stainless Steel Dishwasher, Stove, Fridge. Washer/Dryer. Amenities: Outdoor Pool, Outdoor Courtyard, Full Gym, Party Lounge, Guest Suites, Visitor Parking, 24/7 Concierge""",https://www.realmaster.com/en/toronto-on/27-bathurst-st/416w-waterfront-communities-c1-TRBC5120584?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=73,"416W 27 Bathurst St, Toronto, Ontario, M5V 2P1"
2933,88 Harbour St 2801 | Apartment For Sale,C5100094,for sale,Residential Apartment,23,20210201,,,"688,000",1,1,0,500-599,W,None,None,390.74,"Beautiful And Spacious One Bedroom Unit In The Prestigious Harbour Plaza Residences. Direct Access To The Path Network Connect With Downtown Core Without Stepping Outdoors. Minutes To Cn Tower, Union Station, Financial/Entertainment District, Harbourfront And Rogers Centre. All Elfs, Fridge, Stove, Dishwasher, Washer/Dryer, And All Window Coverings.""",https://www.realmaster.com/en/toronto-on/88-harbour-st/2801-waterfront-communities-c1-TRBC5100094?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=73,"2801 88 Harbour St, Toronto, Ontario, M5J1B7"
2934,115 George Appleton Way 2131 | Townhouse For Sale,W5119810,for sale,Residential Townhouse,2,20210218,,,"699,900",4,2,0,1200-1399,W,Owned,Owned,491.32,"Prime Location! Well Kept 4 Bedroom Townhouse, Bright And Spacious Open Concept. Close To Humber River Hospital, Minutes To Hwy 401, Steps To Ttc, Banks, Shopping Centre, Restaurant And All Other Major Amenities. Huge Balcony Off Master Bedroom With 4Pc Ensuite Washroom. Living Room With Walk-Out To 2nd Balcony Giving Home Owner Easy Access To Outdoor Grilling. The Unit Comes With One Underground Parking And One Locker. S/S Fridge, S/S Dishwasher, S/S Stove, Washer Dryer, Cac And All Elfs.""",https://www.realmaster.com/en/toronto-on/115-george-appleton-way/2131-downsview-roding-cfb-TRBW5119810?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=73,"2131 115 George Appleton Way, Toronto, Ontario, M3M0A2"
2935,1 Old Mill Dr 921 | Apartment For Sale,W5116833,for sale,Residential Apartment,9,20210216,,,"1,750,000",2,2,0,1400-1599,SW,Owned1Owned2,None,1150,"Jaw Dropping 2 Bdrm Executive Condo With Awe Inspiring Views. Arguably One Of The The Most Desirable Units In Building. Upgrades Throughout. 1,401 Sq Ft Floor Plan Plus 582 Sq Ft On 2 Terraces, Give You Serene South And West Views. Split Bedrooms. Open Concept Kitchen Flows Into Living/Dining Area. Luxurious Bathrooms. Amenities Incl: Salt-Water Pool, Guest Suites, Gym, Visitor Parking, &amp; Concierge. Steps To Bloor West Village, Subway &amp; Shopping Kitchenaid Fridge, Stove, Rangehood, Miele B/I Dishwasher, Whirlpool Washer/Dryer.Custom Build In Closets, Opulent Douglas Fir Doors And Sliders, Two Owned Parking Spots W/Premium Storage Locker Steps Away.""",https://www.realmaster.com/en/toronto-on/1-old-mill-dr/921-high-park-swansea-TRBW5116833?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=73,"921 1 Old Mill Dr, Toronto, Ontario, M6S0A1"
2936,2000 Islington Ave 1612 | Apartment For Sale,W5104282,for sale,Residential Apartment,15,20210204,,,"1,047,900",3,3,0,2250-2499,NS,Exclusive13Owned14,Owned,2088,"Luxury At Its Finest! This Meticulously Renovated Home Features 2,444 Sq. Ft. Of Exquisite Finishes Perfect For Your Most Picky Client. The Most Sought After Unit In This Outstanding Building Which Offers Exceptional Amenities And Countless Social Activities For It's Residences. This Gem Offers Floor To Ceiling Windows Which Walk Out To A Grand Terrace With Breathtaking Views Of Toronto's Skyline. ***Virtual Showings Available*** 9.5 Acres Of Award Winning Grdns &amp; Amenities Incls A Grand Outdoor Pool W/ Bbq Area, Tennis/Squash Courts Indoor Pool &amp; More. 2 Parking, 1 Large Locker, Bell Tv &amp; Unlimited Internet, Mins To Airport, Downtown, Hwy. *View Virtual Tour*""",https://www.realmaster.com/en/toronto-on/2000-islington-ave/1612-kingsview-village-the-westway-TRBW5104282?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=73,"1612 2000 Islington Ave, Toronto, Ontario, M9P3S7"
2937,600 Rexdale Blvd 305 | Apartment For Sale,W5099219,for sale,Residential Apartment,3,20210131,,,"520,000",2,2,0,1200-1399,SE,Owned,Common,904.68,"Excellent Opportunity, Sought After Condo,2 Bedrooms, 2 Washrooms, Floor To Ceiling Windows Throughout. Spectacular Unobstructed View! Appx 1252 Sq Ft. Backs On To Forest And Ravine; Across From Woodbine Race Track. Fridge, Stove, B/I Dw. Stacked Washer &amp; Dryer, All Vertical Blinds Bdlm Where Laid. """,https://www.realmaster.com/en/toronto-on/600-rexdale-blvd/305-west-humber-clairville-TRBW5099219?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=73,"305 600 Rexdale Blvd, Toronto, Ontario, M9W6T4"
2938,830 Lawrence Ave W 813 | Apartment For Sale,W5000041,for sale,Residential Apartment,8,20201124,,,"559,900",1,1,1,600-699,NE,Owned,None,430,"Donato Model..604 Sf..1Bedroom + Den &amp;Huge Balcony. +Parking.Italian Inspired Living At The North West Corner Of Dufferin&amp;Lawrence.This Well Appointed With Amenities Galore Has All The Comforts Of Home With The Luxury That Italy Has To Offer!Its Like Living In A Resort!Great Location Steps To Subway,Shops,Schools,Parks,Yorkdale ,Ttc@Doorstep! Includes Stainless Steel Appliances:Fridge,Stove,Microwave,Dishwasher,Washer&amp;Dryer, Elf, Parking""",https://www.realmaster.com/en/toronto-on/830-lawrence-ave-w/813-yorkdale-glen-park-TRBW5000041?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=73,"813 830 Lawrence Ave W, Toronto, Ontario, M6A1C3"
2939,4645 Jane St 1101 | Apartment For Sale,W4993020,for sale,Residential Apartment,10,20201118,,,"219,900",2,1,0,900-999,E,Owned,Owned,734.69,"Location, Location, Location, Newly Renovated 2 Bedrooms Condo, Brand New Laminate Flooring Throughout Apt. Steps To Ttc, Walking Distance To Pioneer And Vaughan Subway. Next Door To Pioneer Village, Close To York University, All Major Highways 407, 400,401. Nearby To Primary School, Community Center, Place Of Worship And Shopping Mall. All Elf's, Fridge, Stove, Drapery""",https://www.realmaster.com/en/toronto-on/4645-jane-st/1101-black-creek-TRBW4993020?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=73,"1101 4645 Jane St, Toronto, Ontario, M3N2K9"
2940,601 Kingston Rd 215 | Apartment For Sale,E5119823,for sale,Residential Apartment,2,20210218,,,"459,000",1,1,0,500-599,N,Owned16,Owned,467.37,"Bright And Spacious Beach Suite! This One Bedroom Beautiful Condo Boasts High Ceilings, Wall To Wall Windows, Great Functional Layout And Open Concept Kitchen &amp; Living Area. Parking And Locker Included. Walking Distance To The Beach, Shopping, Ravine, Etc. Ttc And New Big Carrot At Door Steps. Fridge, Stove, Built In Dishwasher, Washer And Dryer, All Window Coverings, All Electrical Fixtures.""",https://www.realmaster.com/en/toronto-on/601-kingston-rd/215-the-beaches-TRBE5119823?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=73,"215 601 Kingston Rd, Toronto, Ontario, M4E3Y2"
2941,214 Main St 106 | Apartment For Sale,E5119798,for sale,Residential Apartment,1,20210218,,,"699,000",1,2,0,800-899,NW,Owned,None,388.38,"Super Stylish Two-Storey Loft Nestled In The Trendy Upper Beaches ...853 Sq .Bright Floor To Ceiling Windows Facing Nw..1 Car Underground Parking Included, Two Person Spa Tub W/Shower; Independent Heating Cooling System; Spacious Master; And Terrace For Your Bbq. Small Complex Conveniently Located Between Trendy Beaches And Danforth. Great Transit Access And Next To Go Danforth Station Which Gets You To Downtown Union Station Direct In Approx. 10-15 Min. Stove, Fridge, Washer, Dryer, B/I Dishwasher, Cac, Automatic Garage Door Opener.""",https://www.realmaster.com/en/toronto-on/214-main-st/106-east-end-danforth-TRBE5119798?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=73,"106 214 Main St, Toronto, Ontario, M4E2W1"
